MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LandContour,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MoSold,YrSold,SalePrice
1-STORY 1946+,RL,60,7200,,Lvl,Inside,0,1Fam,1Story,5,5,1950,1950,Hip,CompShg,None,0,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,4,1,5,1048,0,1048,Detchd,1950,1,2,420,3,2,0,27,0,0,0,0,0,0,,July,2008,98300
1-STORY 1946+,RL,85,10452,,Lvl,Inside,0,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Stone,216,3,3,CBlock,3,3,1,3,500,1,0,594,1094,GasA,5,1,5,1094,0,1094,Attchd,1953,2,2,495,3,2,0,0,0,0,287,0,0,0,,June,2008,155000
2-STORY 1946+,RL,70,7700,,Lvl,Inside,0,1Fam,2Story,6,5,1966,1966,Gable,CompShg,BrkFace,351,3,3,CBlock,3,3,0,1,0,1,0,756,756,GasA,3,1,5,1051,788,1839,Attchd,1966,1,2,442,3,2,0,124,216,0,0,0,0,0,,June,2010,155000
MULTILEVEL PUD,RM,21,1936,,Lvl,Inside,0,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,None,0,3,3,CBlock,4,3,2,4,131,6,499,0,630,GasA,4,1,5,630,0,630,,1970,0,0,0,0,2,0,0,0,0,0,0,0,3,,Dec,2007,84500
2-STORY 1946+,FV,65,8125,,Lvl,Inside,0,1Fam,2Story,7,6,2007,2007,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,813,813,GasA,5,1,5,822,843,1665,Attchd,2007,2,2,562,3,2,0,0,0,0,0,0,0,0,,May,2008,205950
2-STORY 1945-,RL,60,9084,,Lvl,Inside,0,1Fam,2Story,4,5,1940,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,1,1,0,1,0,755,755,GasA,3,1,5,755,755,1510,Detchd,1940,1,1,296,2,1,120,0,0,0,0,0,0,3,,Oct,2009,108000
2-STORY 1946+,RL,70,8750,,Lvl,Inside,0,1Fam,2Story,7,5,1996,1996,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,880,880,GasA,5,1,5,909,807,1716,Attchd,1996,2,2,512,3,2,0,120,0,0,0,0,0,0,,July,2009,191000
1-1/2 STORY FIN,RM,60,10320,Grvl,Lvl,Inside,0,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,756,756,GasA,5,1,5,756,713,1469,Detchd,1906,1,1,216,3,2,57,0,239,0,0,0,0,3,,June,2008,135000
1-STORY 1946+,RL,91,10437,,Lvl,Inside,0,1Fam,1Story,8,6,1995,1995,Hip,CompShg,BrkFace,660,4,4,PConc,4,3,3,6,1696,1,0,413,2109,GasA,5,1,5,2113,0,2113,Attchd,1995,3,3,839,3,2,236,46,0,0,0,0,0,0,,Aug,2008,350000
2-STORY PUD 1946+,RM,21,1680,,Lvl,Inside,0,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,BrkFace,381,3,3,CBlock,3,3,0,1,0,1,0,525,525,GasA,3,1,5,525,567,1092,Detchd,1971,1,1,264,3,2,0,0,0,0,0,0,0,0,,Mar,2010,88000
1-STORY 1946+,RL,72,10007,,Lvl,Inside,0,1Fam,1Story,5,7,1959,2006,Gable,CompShg,BrkFace,54,4,3,CBlock,3,3,0,5,806,1,0,247,1053,GasA,5,1,5,1053,0,1053,Attchd,1959,2,1,312,3,2,0,0,0,0,0,0,0,3,,Aug,2008,145500
2-STORY 1945-,RL,60,7200,,HLS,Inside,1,1Fam,2Story,7,6,1931,2000,Gable,CompShg,None,0,3,2,BrkTil,4,3,0,1,0,1,0,776,776,GasA,3,1,5,851,651,1502,Attchd,1931,2,1,270,3,1,0,0,112,0,0,0,0,3,,Feb,2008,149000
1-1/2 STORY FIN,RL,78,17503,,Lvl,Inside,0,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,912,912,GasA,3,1,5,912,546,1458,Attchd,1948,1,1,330,3,2,192,0,0,0,0,0,0,0,,Jan,2010,97500
1-STORY 1946+,RL,75,9937,,Lvl,Corner,0,1Fam,1Story,5,7,1964,1999,Hip,CompShg,None,0,3,4,PConc,3,3,0,4,637,1,0,849,1486,GasA,5,1,5,1486,0,1486,Detchd,1968,3,2,480,3,2,0,0,0,0,0,0,0,3,,Mar,2009,167000
2-STORY 1946+,RL,,12384,,Lvl,CulDSac,0,1Fam,2Story,7,7,1976,1976,Gable,CompShg,BrkFace,233,3,3,CBlock,4,3,0,1,0,1,0,793,793,GasA,3,1,5,1142,793,1935,Attchd,1976,2,2,550,3,2,0,113,252,0,0,0,0,0,,Nov,2007,197900
2-STORY 1946+,RL,52,46589,,Lvl,CulDSac,0,1Fam,2Story,8,7,1994,2005,Hip,CompShg,BrkFace,528,4,3,PConc,4,4,0,6,1361,3,180,88,1629,GasA,5,1,5,1686,762,2448,Attchd,1994,2,3,711,3,2,517,76,0,0,0,0,0,0,,July,2009,402000
1-STORY 1946+,RL,120,13560,,Lvl,Corner,0,1Fam,1Story,6,3,1968,1968,Hip,CompShg,BrkFace,216,3,3,CBlock,2,2,0,1,0,1,0,1392,1392,GasA,4,1,5,1392,0,1392,Attchd,1968,2,2,576,3,2,0,0,240,0,0,0,0,0,,July,2009,110000
SPLIT FOYER,RL,90,10012,,Lvl,Inside,0,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,None,0,3,3,CBlock,4,3,2,4,920,3,180,38,1138,GasA,3,1,5,1181,0,1181,Detchd,1974,2,2,588,3,2,0,0,180,0,0,0,0,3,,Apr,2008,137500
1-STORY 1946+,RL,49,20896,,Lvl,CulDSac,0,1Fam,1Story,8,5,2005,2006,Gable,CompShg,None,0,4,3,PConc,5,3,1,6,1721,1,0,356,2077,GasA,5,1,5,2097,0,2097,Attchd,2005,3,3,1134,3,2,192,267,0,0,0,0,0,0,,Jan,2006,423000
2-STORY 1946+,RL,106,11194,,Lvl,Corner,0,1Fam,2Story,8,5,2000,2000,Gable,CompShg,BrkFace,40,4,3,PConc,4,3,0,1,0,1,0,1406,1406,GasA,5,1,5,1454,482,1936,Attchd,2000,2,2,504,3,2,188,124,0,0,0,0,0,0,,Nov,2006,230500
2-STORY 1946+,RL,,18450,,Lvl,Inside,0,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,BrkCmn,113,3,4,CBlock,4,3,0,2,187,3,723,111,1021,GasA,3,1,5,1465,915,2380,CarPort,1965,1,2,596,3,2,0,265,0,0,0,0,0,0,,Aug,2007,129000
1-STORY 1946+,RL,65,8125,,Lvl,Inside,0,1Fam,1Story,6,5,1994,1998,Gable,CompShg,BrkFace,258,3,3,PConc,4,3,0,6,1138,1,0,270,1408,GasA,5,1,5,1679,0,1679,Attchd,1994,2,2,575,3,2,224,42,0,0,0,0,0,0,,Oct,2008,193500
1-STORY 1946+,RL,,14175,,Bnk,Corner,1,1Fam,1Story,5,6,1956,1987,Gable,CompShg,None,0,3,3,CBlock,3,3,0,3,988,1,0,200,1188,GasA,4,1,5,1437,0,1437,Detchd,1999,1,2,576,3,2,304,0,0,0,0,0,0,0,,Nov,2006,168000
1-STORY 1945-,RL,80,11600,,Lvl,Inside,0,1Fam,1Story,4,5,1922,1950,Gable,CompShg,None,0,3,3,BrkTil,2,3,0,1,0,1,0,700,700,GasA,5,1,5,1180,0,1180,Detchd,1922,1,1,252,3,2,0,0,67,0,0,0,0,0,,July,2006,137500
2-STORY 1946+,RL,64,8633,,Lvl,FR2,0,1Fam,2Story,6,5,2005,2005,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,193,1,0,545,738,GasA,5,1,5,738,738,1476,Attchd,2005,3,2,540,3,2,100,35,0,0,0,0,0,0,,Feb,2009,173500
2-STORY 1945-,RH,54,6629,,Lvl,Inside,0,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,None,0,3,4,BrkTil,3,3,0,4,551,1,0,121,672,GasA,3,0,5,697,672,1369,Detchd,1930,1,1,300,3,2,147,0,0,0,0,0,0,0,,July,2009,103600
1-STORY 1946+,RL,,11250,,Lvl,Inside,0,1Fam,1Story,6,6,1977,1977,Gable,CompShg,None,0,4,3,CBlock,4,3,0,5,767,1,0,441,1208,GasA,3,1,5,1208,0,1208,Attchd,1977,2,2,546,3,2,198,42,0,0,0,0,0,0,,June,2006,165000
1-STORY 1946+,RL,110,14442,,Lvl,Inside,0,1Fam,1Story,6,7,1957,2004,Hip,CompShg,BrkFace,106,3,3,PConc,3,3,0,6,1186,1,0,291,1477,GasA,5,1,5,1839,0,1839,Attchd,1957,3,2,416,3,2,0,87,0,0,200,0,0,0,,June,2007,257500
1-STORY 1946+,RL,80,9200,,Lvl,Inside,0,1Fam,1Story,6,6,1965,1965,Gable,CompShg,None,0,3,3,CBlock,3,3,0,3,892,1,0,244,1136,GasA,3,1,5,1136,0,1136,Attchd,1965,2,1,384,3,2,426,0,0,0,0,0,0,0,,July,2008,140000
2-STORY PUD 1946+,RL,24,2289,,Lvl,Inside,0,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,None,0,3,3,CBlock,3,3,0,5,311,1,0,544,855,GasA,3,1,5,855,586,1441,Attchd,1978,1,2,440,3,2,28,0,0,0,0,0,0,0,,Apr,2009,148500
2-STORY 1945-,RM,60,9600,Grvl,Lvl,Inside,0,1Fam,2Story,4,2,1900,1950,Gable,CompShg,None,0,3,3,BrkTil,3,2,0,1,0,1,0,1095,1095,GasW,2,0,5,1095,679,1774,2Types,1920,1,3,779,2,0,0,0,90,0,0,0,0,0,,May,2006,87000
1-STORY 1945-,RL,52,9022,,Lvl,Inside,0,1Fam,1Story,5,8,1924,2006,Gable,CompShg,None,0,4,3,BrkTil,3,3,0,1,0,1,0,768,768,GasA,5,1,5,792,0,792,Detchd,1924,1,1,240,2,0,316,0,120,0,0,0,0,0,,May,2009,109500
1-STORY 1946+,RL,80,11844,,Lvl,Inside,0,1Fam,1Story,8,5,2008,2008,Hip,CompShg,Stone,464,4,3,PConc,5,3,1,1,0,1,0,2046,2046,GasA,5,1,5,2046,0,2046,Attchd,2008,3,3,834,3,2,322,82,0,0,0,0,0,0,,July,2009,372500
1-STORY 1946+,RL,,9945,,Lvl,Inside,0,1Fam,1Story,5,5,1961,1961,Hip,CompShg,BrkFace,57,3,3,CBlock,3,3,0,3,827,1,0,161,988,GasA,3,1,5,988,0,988,Detchd,1963,1,2,572,3,2,0,0,0,0,0,0,0,0,,Oct,2007,128500
1-STORY PUD 1946+,RL,50,8012,,Lvl,Inside,0,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,None,0,3,3,CBlock,4,3,0,4,543,4,119,261,923,GasA,3,1,5,923,0,923,Attchd,1980,2,1,264,3,2,80,0,0,0,0,0,0,0,,May,2010,143000
1-1/2 STORY FIN,RH,55,4500,Pave,Bnk,Inside,0,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,3,182,1,0,611,793,GasA,5,1,5,848,672,1520,Detchd,1968,1,1,281,3,2,0,0,56,0,0,0,0,0,,July,2009,159434
1-STORY PUD 1946+,RL,,2887,,HLS,Inside,0,1Fam,1Story,6,5,1996,1997,Gable,CompShg,None,0,3,3,PConc,4,3,1,6,1003,1,0,288,1291,GasA,5,1,5,1291,0,1291,Attchd,1996,1,2,431,3,2,307,0,0,0,0,0,0,0,,Nov,2008,173000
1-STORY 1946+,RL,90,11248,,Lvl,Corner,0,1Fam,1Story,9,5,2002,2002,Hip,CompShg,Stone,215,4,3,PConc,4,3,2,6,1059,1,0,567,1626,GasA,5,1,5,1668,0,1668,Attchd,2002,3,3,702,3,2,257,45,0,0,0,0,0,0,,July,2007,285000
2-STORY 1946+,RL,58,16770,,Lvl,CulDSac,0,1Fam,2Story,7,5,1998,1998,Gable,CompShg,BrkFace,30,4,3,PConc,4,3,0,1,0,1,0,1195,1195,GasA,4,1,5,1195,644,1839,Attchd,1998,3,2,486,3,2,0,81,0,0,0,0,0,0,,June,2010,221000
2-STORY PUD 1946+,RL,,5062,,Lvl,CulDSac,0,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,None,0,4,3,CBlock,4,3,1,6,828,3,182,180,1190,GasA,4,1,5,1190,900,2090,Attchd,1984,3,2,577,3,2,219,0,0,0,0,0,0,0,,Sept,2007,207500
2-STORY 1946+,FV,84,10207,,Lvl,Inside,0,1Fam,2Story,7,6,2007,2007,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,874,874,GasA,5,1,5,874,887,1761,Attchd,2007,3,2,578,3,2,144,105,0,0,0,0,0,0,,Aug,2007,227875
2-STORY PUD 1946+,FV,,5105,,Lvl,FR2,0,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,239,1,0,312,551,GasA,5,1,5,551,551,1102,Detchd,2004,1,2,480,3,2,0,60,0,0,0,0,0,0,,Mar,2007,148800
1-STORY 1946+,RL,60,8089,,HLS,Inside,0,1Fam,1Story,8,6,2007,2007,Gable,CompShg,BrkFace,0,4,3,PConc,4,3,2,6,945,1,0,474,1419,GasA,5,1,5,1419,0,1419,Attchd,2007,2,2,567,3,2,140,0,0,0,0,0,0,0,,Oct,2007,392000
1-STORY PUD 1946+,RL,61,7577,,Lvl,Corner,0,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,Stone,256,4,3,PConc,4,3,2,5,20,1,0,1342,1362,GasA,5,1,5,1362,0,1362,Attchd,2005,2,2,460,3,2,192,28,0,0,0,0,0,0,,June,2007,194700
1-STORY PUD 1946+,RM,,4426,,Lvl,Inside,0,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,BrkFace,147,4,3,PConc,4,3,3,6,697,1,0,151,848,GasA,5,1,5,848,0,848,Attchd,2004,2,2,420,3,2,149,0,0,0,0,0,0,0,,May,2008,141000
2-STORY 1946+,RL,42,26178,,Lvl,Inside,1,1Fam,2Story,7,5,1989,1990,Hip,CompShg,BrkFace,293,4,3,PConc,4,3,3,6,965,1,0,245,1210,GasA,5,1,5,1238,1281,2519,Attchd,1989,2,2,628,3,2,320,27,0,0,0,0,0,0,,Apr,2006,335000
1-STORY 1945-,RL,60,5400,,Lvl,Corner,2,1Fam,1Story,5,6,1921,1968,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,1,0,1,0,1073,1073,GasA,5,1,5,1073,0,1073,Detchd,1968,1,1,326,3,2,0,0,112,0,0,0,0,0,,Dec,2006,108480
1-1/2 STORY FIN,RM,51,6120,,Lvl,Corner,0,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,None,0,3,2,BrkTil,3,3,0,1,0,1,0,927,927,GasA,3,1,5,1067,472,1539,Detchd,1995,1,2,576,3,2,112,0,0,0,0,0,0,3,,Apr,2009,141500
1-STORY 1946+,RL,54,13811,,Lvl,Inside,0,1Fam,1Story,6,6,1987,1987,Gable,CompShg,BrkFace,72,3,3,CBlock,4,4,0,6,980,3,40,92,1112,GasA,4,1,5,1137,0,1137,Attchd,1987,1,2,551,3,2,125,0,0,0,0,0,0,0,,July,2006,176000
1-STORY 1945-,RM,50,6000,,Lvl,Inside,0,1Fam,1Story,5,7,1921,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,0,2,616,1,0,0,616,GasA,4,1,5,616,0,616,Detchd,1921,1,1,205,3,2,0,0,129,0,0,0,0,0,,June,2006,89000
1-STORY 1946+,RL,57,6420,,Lvl,Inside,0,1Fam,1Story,5,7,1952,1952,Gable,CompShg,None,0,3,3,PConc,5,4,1,2,210,5,551,219,980,GasA,2,1,4,1148,0,1148,Detchd,1952,1,1,308,3,2,0,0,0,0,0,0,0,0,,Sept,2006,123500
1-STORY 1946+,RL,65,8450,,Lvl,Inside,0,1Fam,1Story,5,8,1965,2009,Gable,CompShg,None,0,3,4,CBlock,3,3,0,6,553,4,117,224,894,GasA,5,1,5,894,0,894,Detchd,1973,1,1,336,3,2,416,144,0,0,0,0,0,3,,Apr,2010,138500
1-STORY PUD 1946+,FV,59,4282,Pave,Lvl,Inside,0,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,None,0,4,3,PConc,4,3,1,6,16,1,0,1375,1391,GasA,5,1,5,1391,0,1391,Attchd,2004,2,2,530,3,2,156,158,0,0,0,0,0,0,,July,2008,196000
1-STORY 1946+,RL,85,14331,,Lvl,Inside,0,1Fam,1Story,8,5,2002,2002,Hip,CompShg,BrkFace,630,4,3,PConc,5,3,3,6,1274,1,0,526,1800,GasA,5,1,5,1800,0,1800,Attchd,2002,3,3,765,3,2,270,78,0,0,0,0,0,0,,May,2006,312500
1-STORY 1946+,RL,80,9600,,Lvl,Inside,0,1Fam,1Story,7,5,1969,1969,Hip,CompShg,BrkFace,168,3,3,CBlock,3,3,0,1,0,1,0,1164,1164,GasA,3,1,5,1164,0,1164,Attchd,1969,1,2,528,3,2,0,0,0,0,0,0,0,0,,July,2006,140000
2-STORY 1946+,RL,82,12438,,Lvl,Inside,0,1Fam,2Story,8,5,2006,2006,Hip,CompShg,BrkFace,466,5,3,PConc,5,4,0,1,0,1,0,1234,1234,GasA,5,1,5,1264,1312,2576,BuiltIn,2006,3,3,666,3,2,324,100,0,0,0,0,0,0,,July,2006,361919
2 FAMILY CONVERSION,RM,76,7630,,Lvl,Inside,0,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,None,0,3,4,BrkTil,4,3,0,1,0,1,0,360,360,GasA,4,1,5,1032,780,1812,Detchd,1999,1,2,672,3,0,344,0,40,0,0,0,0,3,,May,2010,140000
1-STORY 1946+,RL,70,8400,,Lvl,Inside,0,1Fam,1Story,7,5,2004,2005,Gable,CompShg,BrkFace,109,4,3,PConc,4,3,2,6,712,1,0,761,1473,GasA,5,1,5,1484,0,1484,Attchd,2004,2,2,606,3,2,0,35,0,144,0,0,0,0,,May,2010,213000
2 FAMILY CONVERSION,RM,70,5600,,Lvl,Inside,0,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,None,0,2,2,Slab,0,0,0,0,0,0,0,0,0,GasA,2,0,5,372,720,1092,,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,Othr,July,2010,55000
1-STORY 1946+,RL,,115149,,Low,CulDSac,2,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Stone,351,3,3,CBlock,4,3,3,6,1219,1,0,424,1643,GasA,3,1,5,1824,0,1824,Attchd,1971,1,2,739,3,2,380,48,0,0,0,0,0,0,,June,2007,302000
1-STORY PUD 1946+,RL,48,6240,,Lvl,Inside,0,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,BrkFace,176,4,3,PConc,4,3,0,6,863,1,0,461,1324,GasA,5,1,5,1324,0,1324,Attchd,2006,3,2,550,3,2,192,38,0,0,0,0,0,0,,Dec,2009,254000
2-STORY 1946+,RL,65,9018,,Lvl,Inside,0,1Fam,2Story,7,5,2007,2007,Hip,CompShg,None,0,4,3,PConc,4,3,2,1,0,1,0,728,728,GasA,5,1,5,728,728,1456,Attchd,2007,3,2,400,3,2,100,24,0,0,0,0,0,0,,July,2007,179540
1-STORY 1946+,RL,,7162,,Lvl,Inside,0,1Fam,1Story,5,7,1966,1966,Gable,CompShg,BrkCmn,41,3,3,PConc,3,3,0,1,0,1,0,876,876,GasA,3,1,5,904,0,904,Attchd,1966,1,1,408,3,2,0,0,0,0,0,0,0,3,,Dec,2008,109900
1-STORY 1945-,RL,56,4130,,Lvl,Inside,0,1Fam,1Story,3,6,1935,2003,Gable,CompShg,None,0,4,3,CBlock,3,3,0,1,0,1,0,270,270,GasA,4,1,5,729,0,729,,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,,July,2008,52000
1-1/2 STORY FIN,C,66,8712,Pave,HLS,Inside,1,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,None,0,3,3,Stone,3,3,1,1,0,1,0,859,859,GasA,4,1,5,859,319,1178,Detchd,1964,2,1,384,3,0,68,0,98,0,0,0,0,0,,Jan,2010,102776
1-STORY PUD 1946+,RL,40,4671,,HLS,Inside,0,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,None,0,4,3,PConc,4,3,1,6,767,1,0,461,1228,GasA,4,1,5,1228,0,1228,Attchd,1988,3,2,472,3,2,168,120,0,0,0,0,0,0,,Oct,2008,189000
2 FAMILY CONVERSION,RL,60,9873,,Lvl,Inside,0,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,BrkFace,160,3,3,CBlock,3,3,2,5,789,1,0,171,960,GasW,3,0,5,960,0,960,Detchd,1970,1,2,576,3,2,0,288,0,0,0,0,0,0,,May,2006,129000
2-STORY 1946+,RL,,13517,,Lvl,CulDSac,0,1Fam,2Story,6,8,1976,2005,Gable,CompShg,BrkFace,289,4,3,CBlock,3,3,0,6,533,1,0,192,725,GasA,5,1,5,725,754,1479,Attchd,1976,2,2,475,3,2,0,44,0,0,0,0,0,0,,Mar,2010,130500
1-STORY 1946+,RL,78,10140,,Lvl,Inside,0,1Fam,1Story,6,5,1974,1974,Hip,CompShg,BrkFace,174,3,3,CBlock,4,3,0,1,0,1,0,1064,1064,GasA,3,1,5,1350,0,1350,Attchd,1974,2,2,478,3,2,0,0,0,0,0,0,0,3,,Aug,2009,165000
2-STORY 1945-,RM,60,10800,Grvl,Bnk,Inside,0,1Fam,2Story,7,8,1890,1998,Gable,CompShg,None,0,3,4,BrkTil,3,3,0,1,0,1,0,718,718,GasA,5,1,5,1576,978,2554,Detchd,1996,1,2,704,3,1,0,48,143,0,0,0,0,0,,July,2007,159500
1-STORY 1946+,RL,80,10000,,Lvl,Inside,0,1Fam,1Story,5,6,1973,2000,Gable,CompShg,None,0,3,3,CBlock,4,3,0,4,1084,1,0,92,1176,GasA,4,1,5,1178,0,1178,Attchd,1973,1,2,439,3,2,224,0,0,0,0,0,0,3,,Nov,2008,157000
2-STORY 1946+,RL,96,10542,,Lvl,Inside,0,1Fam,2Story,7,5,1993,1994,Hip,CompShg,BrkFace,651,4,3,PConc,4,3,3,6,1173,1,0,138,1311,GasA,5,1,5,1325,1093,2418,Attchd,1993,2,3,983,3,2,250,154,216,0,0,0,0,0,,Aug,2008,341000
1-STORY 1946+,RL,69,9920,,Lvl,Inside,0,1Fam,1Story,5,6,1969,1969,Gable,CompShg,None,0,3,3,CBlock,4,3,3,5,523,1,0,448,971,GasA,3,1,5,971,0,971,Attchd,1969,1,1,300,3,2,0,0,0,0,0,0,0,0,,May,2006,128500
1-STORY PUD 1946+,RL,,6563,,Low,CulDSac,1,1Fam,1Story,8,5,1985,1985,Gable,CompShg,None,0,4,3,PConc,4,3,3,6,1148,1,0,594,1742,GasA,3,1,5,1742,0,1742,Attchd,1985,2,2,564,3,2,114,28,234,0,0,0,0,0,,Dec,2006,275000
1-STORY PUD 1946+,RM,,4426,,Lvl,Inside,0,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,BrkFace,169,4,3,PConc,4,3,2,6,662,1,0,186,848,GasA,5,1,5,848,0,848,Attchd,2004,2,2,420,3,2,160,0,0,0,0,0,0,0,,May,2010,143000
1-STORY 1946+,RL,70,8120,,Lvl,Inside,0,1Fam,1Story,4,7,1970,1970,Gable,CompShg,None,0,3,4,CBlock,3,3,0,5,191,1,0,673,864,GasA,5,1,5,864,0,864,Detchd,1994,1,2,463,3,2,0,0,0,0,0,0,0,0,,July,2009,124500
1-1/2 STORY FIN,RL,60,8172,,Lvl,Inside,0,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,None,0,3,3,PConc,3,3,0,1,0,1,0,941,941,GasA,5,1,5,997,473,1470,Detchd,1958,1,1,548,3,2,0,0,0,0,156,0,0,0,,May,2008,135000
1-STORY 1946+,RL,86,13286,,Lvl,Inside,0,1Fam,1Story,9,5,2007,2008,Hip,CompShg,Stone,340,5,3,PConc,5,3,0,6,1234,1,0,464,1698,GasA,5,1,5,1698,0,1698,Attchd,2007,3,3,768,3,2,327,64,0,0,0,0,0,0,,Feb,2009,320000
1-STORY 1946+,RL,60,6960,,Lvl,Inside,0,1Fam,1Story,4,6,1970,1970,Gable,CompShg,None,0,3,3,CBlock,3,3,0,5,375,4,239,250,864,GasA,3,1,5,864,0,864,Detchd,1989,1,2,660,3,2,96,0,0,0,0,0,0,0,Shed,Nov,2009,120500
1-STORY 1946+,RL,,21695,,Lvl,Corner,0,1Fam,1Story,6,9,1988,2007,Hip,CompShg,BrkFace,260,4,4,CBlock,4,3,0,6,808,1,0,72,880,GasA,5,1,5,1680,0,1680,Attchd,1988,3,2,540,3,2,292,44,0,182,0,0,0,0,,Dec,2009,222000
1-STORY 1946+,RL,64,7314,,Lvl,Inside,0,1Fam,1Story,7,5,2007,2007,Gable,CompShg,Stone,82,4,3,PConc,4,3,2,6,724,1,0,508,1232,GasA,5,1,5,1232,0,1232,Attchd,2007,2,2,632,3,2,132,0,0,0,0,0,0,0,,Feb,2009,194500
DUPLEX,RL,85,11475,,Lvl,Corner,0,Duplex,1Story,5,5,1958,1958,Gable,CompShg,BrkFace,95,3,3,CBlock,3,3,0,1,0,1,0,1584,1584,GasA,3,1,5,1776,0,1776,Detchd,1968,1,3,888,3,2,0,25,0,0,0,0,0,0,,July,2009,110000
1-STORY 1945-,RM,52,6240,Grvl,Lvl,Inside,0,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,0,4,152,1,0,628,780,GasA,3,1,4,848,0,1208,Detchd,1962,1,2,539,3,2,0,23,112,0,0,0,0,0,,Jan,2009,103000
1-STORY PUD 1946+,RL,39,5389,,Lvl,Inside,0,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,1180,1,0,415,1595,GasA,5,1,5,1616,0,1616,Attchd,1995,2,2,608,3,2,237,152,0,0,0,0,0,0,,Mar,2010,236500
SPLIT OR MULTI-LEVEL,RL,73,9590,,Lvl,Corner,0,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,BrkFace,442,4,3,PConc,5,3,2,6,786,1,0,82,868,GasA,5,1,5,1146,0,1146,Attchd,2003,3,2,438,3,2,160,22,0,0,0,0,0,0,,May,2007,187500
2-STORY 1946+,RL,75,11404,,Lvl,Inside,0,1Fam,2Story,7,5,1998,1999,Gable,CompShg,BrkFace,202,4,3,PConc,4,3,2,5,252,1,0,901,1153,GasA,5,1,5,1153,878,2031,Attchd,1998,3,2,541,3,2,192,84,0,0,0,0,0,0,,July,2008,222500
1-STORY 1946+,RL,80,10000,,Lvl,Corner,0,1Fam,1Story,5,6,1961,1983,Hip,CompShg,None,0,3,3,CBlock,3,3,0,4,594,1,0,270,864,GasA,5,1,5,1144,0,1144,Attchd,1961,2,1,264,3,2,165,0,0,0,0,0,0,2,Shed,Mar,2009,131400
1-STORY 1946+,RL,,8978,,Lvl,Corner,0,1Fam,1Story,5,5,1968,1968,Gable,CompShg,None,0,3,3,PConc,3,3,0,1,0,1,0,948,948,GasA,3,1,5,948,0,948,Attchd,1968,1,1,300,3,2,147,0,0,0,0,0,0,0,,May,2007,108000
